10.1006/aphy.2002.6264	09306BCF	Condensed vortex ground states of rotating Bose-Einstein condensate in harmonic atomic trap	We study a system of $N$ Bose atoms trapped by a symmetric harmonic potential, interacting via weak central forces. Considering the ground state of the rotating system as a function of the two conserved quantities, the total angular momentum and its collective component, we develop an algebraic approach to derive exact wave functions and energies of these ground states. We describe a broad class of the interactions for which these results are valid. This universality class is defined by simple integral condition on the potential. Most of the potentials of practical interest which have pronounced repulsive component belong to this universality class.	3	2001
10.1007/s10198-007-0087-9	05FE3361	The burden of rheumatoid arthritis and access to treatment: A medical overview	As part of the investigation into the burden of rheumatoid arthritis (RA) and the access to treatment, this article reviews the medical aspects of the disease. RA is mediated by a variety of pathogenic events which culminate in the activation of B-cells, T-cells and other cell populations and lead to secretion of proinflammatory cytokines. These events result in signs and symptoms of active disease, such as pain and swelling, joint damage and disability, the three cornerstones of the clinical expression of RA. Active disease leads to joint damage and both to disability, whereby joint destruction is associated with the irreversible portion of disability. The diagnosis of RA is based on characteristic clinical and laboratory features, however, these may not be obvious in early disease. Therapy aims at interfering with disease activity, ideally leading to remission, as well as at retarding, ideally holding or even healing, joint destruction. This can be achieved by using disease modifying anirheumatic drugs (DMARDs). Among the chemical DMARDs, methotrexate is the anchor drug, although there exist many more such agents. Among the biological compounds, TNF-inhibitors have been in use for more than one decade, and co-stimulation blockade and B-cell targeted therapy have been recent additions to the armamentarium. Therapeutic outcome can be predicted by clinical means.	112	2008
10.1038/srep04122	036D31BB	Combined haploinsufficiency and purifying selection drive retention of RPL36a paralogs in Arabidopsis.	Whole-genome duplication events have driven to a large degree the evolution of angiosperm genomes. Although the majority of redundant gene copies after a genome duplication are lost, subfunctionalization or gene balance account for the retention of gene copies. The Arabidopsis 80S ribosome represents an excellent model to test the gene balance hypothesis as it consists of 80 ribosomal proteins, all of them encoded by genes belonging to small gene families. Here, we present the isolation of mutant alleles of the APICULATA2 (API2) and RPL36aA paralogous genes, which encode identical ribosomal proteins but share a similarity of 89% in their coding sequences. RPL36aA was found expressed at a higher level than API2 in the wild type. The loss-of-function api2 and rpl36aa mutations are recessive and affect leaf development in a similar way. Their double mutant combinations with asymmetric leaves2-1 (as2-1) caused leaf polarity defects that were stronger in rpl36aa as2-1 than in api2 as2-1. Our results highlight the role of combined haploinsufficiency and purifying selection in the retention of these paralogous genes in the Arabidopsis genome.	4	2014
10.1016/j.jlumin.2013.08.065	0224997B	Nanosecond fluctuation kinetics of luminescence hopping quenching originated from the 5d1 level in the Ce3+:YPO 4·0.8H2O nanocrystals	We study the nanosecond energy transfer kinetics detected at dipole allowed 5d1-4f1 transition and originated from the lowest 2Γ1 level of the Ce3+ ions doped into the rhabdophane-type YPO4·0.8H2O nanocrystals synthesized by microwave hydrothermal treatment. We show that the luminescence quenching in the nanocrystals is determined by two processes depending on Ce3+ (energy donor) concentration at constant OH- (energy acceptors) concentration. At 0.2 mol% Ce3+ the luminescence quenching is mainly determined by direct (static) quenching caused by vibrations of OH- groups. At 2.0 mol% Ce3+ the quenching accelerates due to energy migration from the Ce3+ ions with poor acceptor surrounding to the Ce3+ ions with the nearby OH- acceptors. In the latter case we observe fluctuation kinetics of the luminescence impurity hopping quenching starting immediately after static ordered stage of the decay kinetics. We obtain that for dipole allowed the 5d-4f transition in the Ce3+ donor the CDD microparameter of the Ce3+-Ce3+ energy migration and CDA microparameter of Ce3+-OH- energy transfer are in strong correlation with the higher spontaneous emission rate for dipole allowed transition in Ce3+ comparing to dipole forbidden transition in Nd3+. © 2013 Elsevier B.V.	2	2014
10.3842/SIGMA.2009.018	0BA7957D	Inverse spectral problems for tridiagonal N by N complex Hamiltonians	In this paper, the concept of generalized spectral function is introduced for finite-order tridiagonal symmetric matrices (Jacobi matrices) with complex entries. The structure of the generalized spectral function is described in terms of spectral data consisting of the eigenvalues and normalizing numbers of the matrix. The inverse problems from generalized spectral function as well as from spectral data are investigated. In this way, a procedure for construction of complex tridiagonal matrices having real eigenvalues is obtained.	2	2009
10.1080/00107510903083665	0F30BE67	Chaos and coarse graining in statistical mechanics.	A deep chasm still separates the microscopic world of atoms and molecules from the familiar macroscopic world that is part of everyday life. These worlds are profoundly different. In the former, time is reversible and the dynamics is Hamiltonian whereas, in the latter, we see dissipation, increasing entropy, and a very definite arrow of time.For equilibrium systems, Boltzmann’s revolutionary ideas of a century ago provide deep insight, and have stood the test of time. Supplemented by the quantum statistical mechanics that came later, they lead to an excellent description of large-scale behaviour based on properties at the atomic and molecular scale. Thus, equilibrium thermodynamics can be derived convincingly from statistical mechanics, with only a few leaps of faith along the way. The only requirement is that the number of particles should be large. For non-equilibrium and open systems, however, there are few such certainties. The discovery (or rediscovery) of dynamical chaos added a further dimension to the problem, because the statistical features typically observed in systems with many degrees of freedom can also be generated by deterministic chaos in simple systems. So what is the connection, if any?	13	2010
10.1111/j.1467-9248.1979.tb01190.x	004FC038	Social class and political attitudes: case of labour councillors		1	1979
10.1590/S1415-65552006000100008	09EC05E9	Inovação em serviços no paradigma da economia do aprendizado: a pertinência de uma dimensão espacial na abordagem dos sistemas de inovação	A análise do processo de inovação em serviços é recente na literatura, onde este foi tradicionalmente considerado um processo decorrente das inovações engendradas na indústria. Destacam-se, nesta perspectiva, três abordagens: a tecnicista, baseada nos serviços, e a integradora. Esta última, em especial, destaca-se pela tentativa de estabelecer uma teoria única da inovação, que contemple tanto a indústria quanto os serviços, constituindo as conceituações necessárias para diferenciar suas especificidades. Neste sentido, este artigo procura investigar as bases teóricas para a aplicação da abordagem dos sistemas de inovação sobre o processo de inovação em serviços e, em especial, a consideração de uma dimensão espacial, local ou regional, a ser considerada em futuras investigações empíricas. Nossas considerações apontam na direção da pertinência deste enfoque, uma vez que o processo de aprendizagem, determinante do processo de inovação sob o novo paradigma, possui caráter delimitado geográfica, cultural e setorialmente, que está na fonte das vantagens competitivas das organizações. The analysis of innovation in services is recent in literature once this kind of innovation has for long been considered as a byproduct from innovation in manufacturing. Three approaches deserve more attention under this perspective: the technicist, the service-based and the integrated. The latter attempts to establish a single theory of innovation for manufacturing and services, including the necessary conceptualizing to distinguish their specificity. In this sense, this paper aims at investigating theoretical foundations for the application of the innovation systems approach to services, including a spatial, local or regional dimension in future empirical studies. The paper argues for the relevance of this approach once the learning process, decisive for the innovation process in the realm of the new paradigm, is related to geographical, cultural and sectoral boundaries that provide a source for competitive advantage for the organizations.	47	2006
10.4081/ijas.2007.1s.211	00A14885	Molecular characterization of genes involved in chicken MHC class I antigen presentation pathway		0	2010
10.4000/questionsvives.964	0CD5B4DC	Orientations scientifiques des filles en France: un bilan contrasté		3	2012
10.1007/s00199-005-0643-4	0403C842	Axiomatic reference-dependence in behavior toward others and toward risk		21	2006
10.1098/rspb.2011.1257	04353D03	Sex-biased dispersal, haplodiploidy and the evolution of helping in social insects	In his famous haplodiploidy hypothesis, W. D. Hamilton proposed that high sistersister relatedness facilitates the evolution of kin-selected reproductive altruism among Hymenopteran females. Subsequent analyses, however, suggested that haplodiploidy cannot promote altruism unless altruists capitalize on relatedness asymmetries by helping to raise offspring whose sex ratio is more female-biased than the population at large. Here, we show that haplodiploidy is in fact more favourable than is diploidy to the evolution of reproductive altruism on the part of females, provided only that dispersal is male-biased (no sex-ratio bias or active kin discrimination is required). The effect is strong, and applies to the evolution both of sterile female helpers and of helping among breeding females. Moreover, a review of existing data suggests that female philopatry and non-local mating are widespread among nest-building Hymenoptera. We thus conclude that Hamilton was correct in his claim that 'family relationships in the Hymenoptera are potentially very favourable to the evolution of reproductive altruism'.	70	2011
10.1103/PhysRevA.77.062315	08EF15AC	Large-amplitude coherent-state superposition generated by a time-separated two-photon subtraction from a continuous-wave squeezed vacuum	Atheoretical analysis is given for a two-photon subtraction from acontinuous-wave squeezed vacuum with finite time separation between two detectionevents. In the cw photon subtraction process, generated states areinevitably described by temporal multimode states. Our approach is basedon analytical formulas that are mathematically simple and provide anintuitive understanding of the multimode structure of the system. Weshow that, in our process, the photon-subtracted squeezed vacuum isgenerated in two temporal modes and one of these modesacts as an ancillary mode to make the other onea large-amplitude coherent-state superposition. ©2008 The American Physical Society	10	2008
10.1103/PhysRevD.66.124001	05D4EC72	Qualitative and numerical study of the matter-radiation interaction in Kantowski-Sachs cosmologies	We examine, from both a qualitative and a numerical point of view, the evolution of Kantowski--Sachs cosmological models whose source is a mixture of a gas of weakly interacting massive particles (WIMP's) and a radiative gas made up of a ``tightly coupled'' mixture of electrons, baryons and photons from the end of nucleosynthesis up to the duration of radiative interactions. In this cosmic era annihilation processes are negligible, while the WIMP's only interact gravitationally with the radiative gas and the latter behaves as a single dissipative fluid that can be studied within a hydrodynamical framework. Applying the full transport equations of Extended Irreversible Thermodynamics, coupled with the field and balance equations, we obtain a set of governing equations that becomes an autonomous system of ordinary differential equations once the shear viscosity relaxation time is specified; assuming the latter to be proportional to the Hubble time, the qualitative analysis indicates that models begin in the radiation dominated epoch close to an isotropic equilibrium point. We show how the relaxation time governs the relaxation of the models towards an equilibrium photon entropy, leading to ``near-Eckart'' and transient regimes associated with `abrupt' and `smooth' relaxation processes, respectively. Assuming the WIMP particle to be a super-symmetric neutralino of a 100$ GeV, the numerical analysis reveals that a physically plausible evolution, compatible with a stable equilibrium state and with observed bounds on CMB anisotropies and neutralino abundance, is only possible for models characterized by initial conditions associated with nearly zero spatial curvature and total initial energy density very close to unity.	1	2002
10.1111/j.1745-3933.2009.00663.x	01C66BED	The merger-driven evolution of warm infrared luminous galaxies	We present a merger-driven evolutionary model for the production of luminous (LIRGs) and ultraluminous infrared galaxies (ULIRGs) with warm IR colours. Our results show that simulations of gas--rich major mergers including star formation, black hole growth, and feedback can produce warm (U)LIRGs. We also find that while the warm evolutionary phase is associated with increased AGN activity, star formation alone may be sufficient to produce warm IR colours. However, the transition can be suppressed entirely - even when there is a significant AGN contribution - when we assume a single-phase ISM, which maximizes the attenuation. Finally, our evolutionary models are consistent with the 25-to-60 micron flux density ratio vs. L_HX/L_IR relation for local LIRGs and ULIRGs, and predict the observed scatter in IR color at fixed L_HX/L_IR. Therefore, our models suggest a cautionary note in the interpretation of warm IR colours: while associated with periods of active black hole growth, they are probably produced by a complex mix of star formation and AGN activity intermediate between the cold star formation dominated phase and the birth of a bright, unobscured quasar.	14	2009
10.1186/s12859-014-0412-0	01DAC054	Mammalian transcriptional hotspots are enriched for tissue specific enhancers near cell type specific highly expressed genes and are predicted to act as transcriptional activator hubs		1	2014
10.1590/S1413-41522005000200009	01B8F2AE	Acúmulo de ácidos graxos voláteis (AGVs) em reatores anaeróbios sob estresse: causas e estratégias de controle	Este artigo apresenta uma visão integrada das principais causas de acúmulo de ácidos graxos voláteis (AGVs) em reatores anaeróbios. O acúmulo de acetato observado durante as condições de choque de carga e/ou estresse ocorre provavelmente devi- do às limitações cinéticas dos microrganismos metanogênicos, que é acentuada com a redução do pH. O acúmulo de acetato e hidrogênio na fase líquida pode, por sua vez, desencadear limitações termodinâmicas e conseqüente acúmulo de propionato e butirato. A manutenção de condições ideais de crescimento dos microrganismos metanogênicos é uma estratégia de controle para reduzir o acúmulo de acetato, embora não seja efetiva em reduzir a concentração de hidrogênio dissolvida ao ponto em que não haja limitação sintrófica. As estratégias para mitigação das limitações termodinâmicas poderiam envolver a regulação da concen- tração de acetato através do uso de resinas ou membranas, e a separação espacial de microrganismos através da granulação ou tratamento em duas fases.	11	2005
10.2105/AJPH.2011.300285	0350B045	Life course outcomes on mental and physical health: The impact of foster care on adulthood	OBJECTIVE: We compared the prevalence rates of mental health and physical health problems between adults with histories of childhood foster care and those without. METHODS: We used 2003-2005 California Health Interview Survey data (n = 70,456) to test our hypothesis that adults with childhood histories of foster care will report higher rates of mental and physical health concerns, including those that affect the ability to work, than will those without. RESULTS: Adults with a history of childhood foster care had more than twice the odds of receiving Social Security Disability Insurance because they were unable to work owing to mental or physical health problems for the past year, even after stratifying by age and adjusting for demographic and socioeconomic characteristics. CONCLUSIONS: Childhood foster care may be a sentinel event, signaling the increased risk of adulthood mental and physical health problems. A mental and physical health care delivery program that includes screening and treatment and ensures follow-up for children and youths who have had contact with the foster care system may decrease these individuals' disproportionately high prevalence of poor outcomes throughout their adulthood.	19	2012
10.1152/jn.01074.2005	03D7F6CC	Control of the subthalamic innervation of substantia nigra pars reticulata by D1 and D2 dopamine receptors.	The effects of activating dopaminergic D1 and D2 class receptors of the subthalamic projections that innervate the pars reticulata of the subtantia nigra (SNr) were explored in slices of the rat brain using the whole cell patch-clamp technique. Excitatory postsynaptic currents (EPSCs) that could be blocked by 6-cyano-7-nitroquinoxalene-2,3-dione and D-(-)-2-amino-5-phosphonopentanoic acid were evoked onto reticulata GABAergic projection neurons by local field stimulation inside the subthalamic nucleus in the presence of bicuculline. Bath application of (RS)-2,3,4,5-tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine hydrochloride (SKF-38393), a dopaminergic D1-class receptor agonist, increased evoked EPSCs by approximately 30% whereas the D2-class receptor agonist, trans-(-)-4aR-4,4a,5,6,7,8,8a,9-octahydro-5-propyl-1H-pyrazolo(3,4-g)quinoline (quinpirole), reduced EPSCs by approximately 25%. These apparently opposing actions were blocked by the specific D1- and D2-class receptor antagonists: R-(+)-7-chloro-8-hydroxy-3-methyl-1-phenyl-2,3,4,5-tetra-hydro-1H-3-benzazepinehydrochloride (SCH 23390) and S-(-)-5-amino-sulfonyl-N-[(1-ethyl-2-pyrrolidinyl)-methyl]-2-methoxybenzamide (sulpiride), respectively. Both effects were accompanied by changes in the paired-pulse ratio, indicative of a presynaptic site of action. The presynaptic location of dopamine receptors at the subthalamonigral projections was confirmed by mean-variance analysis. The effects of both SKF-38393 and quinpirole could be observed on terminals contacting the same postsynaptic neuron. Sulpiride and SCH 23390 enhanced and reduced the evoked EPSC, respectively, suggesting a constitutive receptor activation probably arising from endogenous dopamine. These data suggest that dopamine presynaptically modulates the subthalamic projection that targets GABAergic neurons of the SNr. Implications of this modulation for basal ganglia function are discussed.	16	2006
10.2298/SARH0410313K	0AA9C9FE	Voiding dysfunction in children aged five to 15 years		0	2004
10.1590/S0104-42302000000200003	0C07DB64	Lesão aguda esôfago - gástrica causada por agente químico		1	2000
10.1186/1750-1326-7-29	058241A2	Oxidative stress inhibits axonal transport: implications for neurodegenerative diseases	BACKGROUND: Reactive oxygen species (ROS) released by microglia and other inflammatory cells can cause axonal degeneration. A reduction in axonal transport has also been implicated as a cause of axonal dystrophies and neurodegeneration, but there is a paucity of experimental data concerning the effects of ROS on axonal transport. We used live cell imaging to examine the effects of hydrogen peroxide on the axonal transport of mitochondria and Golgi-derived vesicles in cultured rat hippocampal neurons.\n\nRESULTS: Hydrogen peroxide rapidly inhibited axonal transport, hours before any detectable changes in mitochondrial morphology or signs of axonal degeneration. Mitochondrial transport was affected earlier and was more severely inhibited than the transport of Golgi-derived vesicles. Anterograde vesicle transport was more susceptible to peroxide inhibition than retrograde transport. Axonal transport partially recovered following removal of hydrogen peroxide and local application of hydrogen peroxide inhibited transport, suggesting that the effects were not simply a result of nerve cell death. Sodium azide, an ATP synthesis blocker, had similar effects on axonal transport, suggesting that ATP depletion may contribute to the transport inhibition due to hydrogen peroxide.\n\nCONCLUSIONS: These results indicate that inhibition of axonal transport is an early consequence of exposure to ROS and may contribute to subsequent axonal degeneration.	29	2012
10.1007/s12197-008-9032-8	06DA3980	Musgrave's "target saver" theory: Implications for macroeconomic stability and economic policy effectiveness	Musgrave develops the concept of the "target saver," in which the household saves in the present in order to finance a target level of consumption outlays in the future. The resulting household behavior is one in which a rise in the rate of interest in the present period reduces the amount of saving needed for future consumption, so that household saving is inversely rather than positively a function of the interest rate. The present study examines the potential implications of the target saver in the aggregate for macroeconomic stability and economic policy effectiveness.	2	2008
10.3406/rei.1982.2032	06808944	La sous-traitance pour l'automobile et le poids lourd - Constatations et hypothèses		0	1982
10.1103/PhysRevA.75.032110	03A46096	Evidence for the epistemic view of quantum states: A toy theory	We present a toy theory that is based on a simple principle: the number of questions about the physical state of a system that are answered must always be equal to the number that are unanswered in a state of maximal knowledge. A wide variety of quantum phenomena are found to have analogues within this toy theory. Such phenomena include: the noncommutativity of measurements, interference, the multiplicity of convex decompositions of a mixed state, the impossibility of discriminating nonorthogonal states, the impossibility of a universal state inverter, the distinction between bi-partite and tri-partite entanglement, the monogamy of pure entanglement, no cloning, no broadcasting, remote steering, teleportation, dense coding, mutually unbiased bases, and many others. The diversity and quality of these analogies is taken as evidence for the view that quantum states are states of incomplete knowledge rather than states of reality. A consideration of the phenomena that the toy theory fails to reproduce, notably, violations of Bell inequalities and the existence of a Kochen-Specker theorem, provides clues for how to proceed with this research program.	95	2007
10.1007/s10479-011-1023-z	0A06E607	Bilevel road pricing: Theoretical analysis and optimality conditions		5	2012
10.1016/j.labeco.2010.12.009	00E2248E	The measurement of pay discrimination between job assignments	The traditional Becker/Arrow model of taste discrimination in pay depicts majority and minority labour as perfectly substitutable, implying that all workers perform precisely the same job assignment and have the same qualifications. The model is thus only appropriate for determining whether ceteris paribus pay differences between white workers and non-white workers, for example, performing job assignment A are attributable to prejudice ('within-assignment discrimination'). The model is inappropriate for determining whether ceteris paribus pay differences between white workers in assignment A and non-white workers in assignment B reflect prejudice ('cross-assignment discrimination'). We extend the traditional model to allow for cross-assignment discrimination and we propose an empirical methodology for its estimation. In so doing we address two broad questions: (1) Do predictions about cross-assignment discrimination vary with the form of the production function?; and (2) How can one estimate such discrimination when there is no common measure of productivity? We address the first question by deriving a measure of cross-assignment discrimination for four different production functions-Generalized Leontief, Quadratic, CES, and Cobb-Douglas. The Generalized Leontief provides the most general results, although closed form solutions are not possible. Closed form solutions are obtainable from the other three functions, but only under restrictive assumptions. There are two main findings. First, most predictions are generally robust across functional forms. Second, cross-assignment discrimination depends upon productivity and labour supply differences between the two worker groups, labour market structure, and the interaction between relative group productivity and prejudice. We address the second question by outlining, for future exploration, a two-stage regression methodology in which a standardised (i.e. common) measure of productivity is estimated separately for each occupation. This measure is then incorporated as a right-hand-side explanatory variable in a second-stage, all-occupation regression designed to estimate cross-assignment discrimination. We discuss the proposed methodology with reference to a valuable and interesting test case: The market for professional sports players. ?? 2011 Elsevier B.V.	6	2011
10.3844/jmssp.2012.82.84	0923EC35	A Kind of Intersection Graphs on Ideals of a Ring		0	2012
