New statements on the Gaia theory.	1995	Gaia is the name the ancient Greeks gave to their goddess of the Earth and is the root of words like geography and geology. Gaia is also a straightforward scientific theory about the Earth and the organisms that inhabit it. Gaia theory is testable and has a proper mathematical basis in a set of closely coupled differential equations. We do not yet know if it is a good explanation of the way our planet works; the evidence is only partially gathered. Its main value at this stage is to provide a different way to look at the Earth. In science, Gaia theory has already led to significant discoveries but just as important it forces us to question whether the good of humankind is the only thing that matters. The true value of the journeys into space was to reveal the Earth as a live planet. They made us realise for the first time that humanism is not enough. The view from space teaches that we are part of a greater entity, the Earth, and that our survival and its good health are inextricably entwined. Perhaps in time we can expand our view to encompass the larger systems of the galaxy and the Universe. Now the Earth needs our full attention.	Microbiologia (Madrid, Spain)	{u'scopus': u'2-s2.0-0029374784', u'pmid': u'7576345', u'issn': u'02134101'}	http://www.mendeley.com/research/new-statements-gaia-theory
The Gaia hypothesis: Can it be tested?	1989	The Gaia hypothesis' central theme is that biological processes homeostatically maintain, on a planetary scale, geochemical and climatic conditions favorable for life. A number of distinct hypotheses have been proposed, spanning a range from the self-evident to the highly speculative. The self-evident forms of Gaia reiterate the well-documented fact that biological processes are critical to biogeochemical cycles, adding the straightforward (though important) point that the coupling between biotic and physical processes should create feedback loops. The speculative forms of Gaia assert that biological processes regulate the physical environment, keeping Earth's climate and surface geochemistry stable and favorable for life. As metaphors, these versions of Gaia are intriguing, untestable, and, if taken literally as a basis for research, potentially misleading. As hypotheses, they are ill-defined, unparsimonious, and unfalsifiable.	Reviews of Geophysics	{u'scopus': u'2-s2.0-0024928168', u'issn': u'8755-1209', u'isbn': u'8755-1209', u'doi': u'10.1029/RG027i002p00223'}	http://www.mendeley.com/research/gaia-hypothesis-it-tested
Anthropocentrism and the Argument from Gaia Theory	2010	Anthropocentrism holds that the only things valuable in themselves are: human beings, their desires and needs, and the satisfaction of those. In turn, Gaia theory holds that the Earth and all creatures on it constitute something akin to a vast living being. Many layfolk maintain that Gaia theory implies the falsity of anthropocentrism, and thus puts the kibosh on that doctrine. But philosophical writers deny this implication. This paper therefore argues for what we may call “the Kibosh Thesis”—that Gaia theory, when correctly understood, does indeed put the kibosh on anthropocentrism. It defends this thesis by appealing to “the Part-Whole Thesis”—that no parts of a living being which do not constitute the whole being can have as much intrinsic value as the being itself has. Since the evidence supporting Gaia theory is mounting, this thesis appears to provide a fairly strong argument against anthropocentrism. In arguing for this position, I show why anthropocentrism is a plausible doctrine, specify Gaia theory’s main claims, meet the main philosophical objections to the Kibosh Thesis, and develop the argument from the Part-Whole Thesis.	Ethics & the Environment	{u'doi': u'10.2979/ETE.2010.15.2.51', u'issn': u'1085-6633'}	http://www.mendeley.com/research/anthropocentrism-argument-gaia-theory
Coevolution and its Applicability to the Gaia Hypothesis	1991	Application of the idea of coevolution (which must be analysed in terms of differential reproduction) out of its usual context to that of life and the biosphere. But they are not all that similar	Scientists on Gaia	{u'scopus': u'2-s2.0-0002877329'}	http://www.mendeley.com/research/coevolution-applicability-gaia-hypothesis
Atmospheric homeostasis by and for the biosphere: the gaia hypothesis	1974	During the time, 3.2 × 109 years, that life has been present on Earth, the physical and chemical conditions of most of the planetary surface have never varied from those most favourable for life. The geological record reads that liquid water was always present and that the pH was never far from neutral. During this same period, however, the Earth's radiation environment underwent large changes. As the sun moved along the course set by the main sequence of stars its output will have increased at least 30% and possibly 100%. It may also have fluctuated in brightness over periods of a few million years. At the same time hydrogen was escaping to space from the Earth and so causing progressive changes in the chemical environment. This in turn through atmospheric compositional changes could have affected the Earth's radiation balance. It may have been that these physical and chemical changes always by blind chance followed the path whose bounds are the conditions favouring the continued existence of life. This paper offers an alternative explanation that, early after life began it acquired control of the planetary environment and that this homeostasis by and for the biosphere has persisted ever since. Historic and contemporary evidence and arguments for this hypothesis will be presented.	Tellus A	{u'scopus': u'2-s2.0-84866888399', u'doi': u'10.3402/tellusa.v26i1-2.9731', u'isbn': u'0040282621533490', u'issn': u'0280-6495'}	http://www.mendeley.com/research/atmospheric-homeostasis-biosphere-gaia-hypothesis
The gaia hypothesis: Science on a pagan planet - by michael ruse	2014	In 1965 English scientist James Lovelock had a flash of insight: the Earth is not just teeming with life; the Earth, in some sense, is life. He mulled this revolutionary idea over for several years, first with his close friend the novelist William Golding, and then in an extensive collaboration with the American scientist Lynn Margulis. In the early 1970s, he finally went public with the Gaia hypothesis, the idea that everything happens for an end: the good of planet Earth. Lovelock and Margulis were scorned by professional scientists, but the general public enthusiastically embraced Lovelock and his hypothesis. People joined Gaia groups; churches had Gaia services, sometimes with new music written especially for the occasion. There was a Gaia atlas, Gaia gardening, Gaia herbs, Gaia retreats, Gaia networking, and much more. And the range of enthusiasts was—and still is—broad.           In The Gaia Hypothesis, philosopher Michael Ruse, with his characteristic clarity and wit, uses Gaia and its history, its supporters and detractors, to illuminate the nature of science itself. Gaia emerged in the 1960s, a decade when authority was questioned and status and dignity stood for nothing, but its story is much older. Ruse traces Gaia’s connection to Plato and a long history of goal-directed and holistic—or organicist—thinking and explains why Lovelock and Margulis’s peers rejected it as pseudoscience. But Ruse also shows why the project was a success. He argues that Lovelock and Margulis should be commended for giving philosophy firm scientific basis and for provoking important scientific discussion about the world as a whole, its homeostasis or—in this age of global environmental uncertainty—its lack thereof.           Melding the world of science and technology with the world of feeling, mysticism, and religion, The Gaia Hypothesis will appeal to a broad range of readers, from students and scholars of the history and philosophy of science to anyone interested in New Age culture.	Centaurus	{u'scopus': u'2-s2.0-84897360626', u'doi': u'10.1111/1600-0498.12057', u'isbn': u'022606039X', u'issn': u'00088994'}	http://www.mendeley.com/research/gaia-hypothesis-science-pagan-planet-michael-ruse
Physics, Gaia, and Ch'i.	2000	Deals with the principles of Gaia theory in relation to the concept of integrative knowing.  Essence of the perceptual ramifications of the Gaia hypothesis; Connection between intuition and intellect; Notion of connectedness from the concept of physics.	ReVision	{u'issn': u'02756935'}	http://www.mendeley.com/research/physics-gaia-chi
Gaia theory in Brazilian High School biology textbooks	2009	Gaia theory proposes that a cybernetic system including the biota and the physicochemical environment regulates environmental variables at a global scale, keeping them within a range that makes Earth inhabitable by living beings. One can argue that this theory can play an important role in school science, since it bears upon current environmental problems, contributes to cross-disciplinary learning, and may help students understand the nature of science. Nevertheless, discourses about Gaia include both scientific and non-scientific ideas, and, consequently, this theory has been seen as pseudoscience, or even antiscience, as an unwarranted view, entangled with mysticism. But an informed view about the contributions and risks associated with Gaia as part of science education depends on a general analysis about the treatment of this theory in school knowledge. Here, we offer the first analysis of this sort, critically evaluating how Gaia is addressed in a representative sample of Brazilian textbooks (n = 18). We present data about the presence or not of Gaia theory among the contents covered by the textbooks, the presence of the claim that Earth is living, whether and how they use analogies to justify this claim, the discussion of evidence for and against Gaia, and the treatment of its relevance to current issues. Gaia theory is explicitly addressed in ca. 39% of the analyzed textbooks. There is a general script that the textbooks that explicitly name the theory follow when discussing Gaia. First, they argue that life affects the environment, and support this argument by means of examples, then, explain what the Gaia theory proposes, discuss evidence in favor either of the idea that Earth is living or Gaia theory in general, introduce one or more analogies to justify the claim of a living Earth, and, finally, offer remarks on the current importance of Gaia. Three analogies used by Lovelock himself were found in the analyzed textbooks, Gaia as a superorganism, the analogy between Gaia and a redwood tree, and between Gaia and the Greek goddess of Earth. The most frequent was the superorganism analogy. The idea of a control system including the biota and the physicochemical environment and any discussion about theoretical and empirical advances resulting from Gaia theory were absent from most analyzed textbooks, which focused mainly on the claim of a living Earth. Although Gaia can contribute to the understanding of environmental issues, the treatment found in most of the analyzed schoolbooks puts so much emphasis on the idea that Earth is living and is so close to an animistic understanding of the Earth system that it is likely that it will bring no true contribution to the development of adequate conceptions about that system and the connections between human activities and the environmental crisis.	Science and Education	{u'scopus': u'2-s2.0-60849111962', u'doi': u'10.1007/s11191-008-9149-3', u'isbn': u'0926-7220', u'issn': u'09267220'}	http://www.mendeley.com/research/gaia-theory-brazilian-high-school-biology-textbooks
Global Warming and Gaia Theory: A Systems Approach	2004	A recent report written for the US Department of Defence global warming as the major  threat facing the world today. Global warming has been discussed for many years, but the  general level of knowledge of what global warming actually is, what its consequences are  likely to be, and therefore about what can realistically be done to avert its most harmful  effects, is woefully low. The purpose of this paper is to offer a small contribution to  enhancing our appreciation of this potentially catastrophic problem. For surely global  warming is the example, par excellence, of why taking a systemic view of  the whole,  rather than a parochial view of the parts, is so important. A particular feature of my  analysis is the incorporation of Gaia theory, James Lovelock’s revolutionary concept of  the entire globe as a system.	Proceedings of the 22nd International Conference of the System Dynamics Society	None	http://www.mendeley.com/research/global-warming-gaia-theory-systems-approach
Global Warming and Gaia Theory : A Systems Approach	2004	A recent report written for the US Department of Defence global warming as the major threat facing the world today. Global warming has been discussed for many years, but the general level of knowledge of what global warming actually is, what its consequences are likely to be, and therefore about what can realistically be done to avert its most harmful effects, is woefully low. The purpose of this paper is to offer a small contribution to enhancing our appreciation of this potentially catastrophic problem. For surely global warming is the example, par excellence, of why taking a systemic view of the whole, rather than a parochial view of the parts, is so important. A particular feature of my analysis is the incorporation of Gaia theory, James Lovelock’s revolutionary concept of the entire globe as a system.	Proceedings of the 2004 System Dynamics Conference	None	http://www.mendeley.com/research/global-warming-gaia-theory-systems-approach-2
Tidal flats in a daisy world; Geological Society of America, 2002 annual meeting	2002	Three classic localities have received intensive study over the past 40 years, the humid climate on-lap and off-lap tidal flats of western Andros, the semi-arid flats on the Caicos platform in the Caribbean, and the arid off-lap areas of the southern Arabian Gulf. The styles of sedimentation differ in many ways due to climate, salinity, and sediment supply but all conform to Gaia principles of self-regulation. Humid on-lap or transgressive flats of NW Andros Island are eroding, are laced with meandering tidal channels lined with coarser material, and sub- and intertidal sediments with characteristic sedimentary structures are on-lapping supratidal marshes. The off-lap regressive areas of SW Andros are not eroding, have few tidal channels, and inter- and supratidal sediments overlie subtidal sediments. In the short term, sediment supply and wave exposure, rather than changes in sea level, regulate transgressive versus regressive sedimentation at Andros Island. Dolomite forms on supratidal zones at both the Andros and Caicos localities, and the zones of dolomitization are controlled by self-regulating sedimentary processes. Marine cementation is absent. The extensive arid off-lap tidal flats of the Arabian Gulf for the most part lack meandering tidal channels, and shell debris forms extensive protective barrier islands. Both syndepositionally cemented and mobile ooid sands form in channels and terminate as tidal deltas seaward and landward of the barrier-island trend. Marine cemented grainstones form extensive hardgrounds that underlie prograding sedimentary facies and limit the depth to which tidal channels can erode. Dolomite, anhydrite, and gypsum form on supratidal sabkhas, the sedimentary equivalent of marshes at Andros Island. Abundant sediment supply has allowed these tidal flats to accrete rapidly facilitated by wave-breaking coral reefs and rapidly growing chenier-like barrier islands and spits. Sedimentary, microbial, and diagenetic processes on all tidal flats are interrelated and interdependent in what can be considered a micro-daisy world. 	Geological Society of America, 2002 annual meeting, Denver, CO, United States, Oct. 27-30, 2002	{u'pmid': u'1823', u'isbn': u'0016-7592'}	http://www.mendeley.com/research/tidal-flats-daisy-world-geological-society-america-2002-annual-meeting
The simulated evolution of biochemical guilds: reconciling Gaia theory and natural selection.	1999	Gaia theory, which states that organisms both affect and regulate their environment, poses an interesting problem to Neo-Darwinian evolutionary biologists and provides an exciting set of phenomena for artificial-life investigation. The key challenge is to explain the emergence of biotic communities that are capable, via their implicit coordination, of regulating large-scale biogeochemical factors such as the temperature and chemical composition of the biosphere, but to assume no evolutionary mechanisms beyond contemporary natural selection. Along with providing an introduction to Gaia theory, this article presents simulations of Gaian emergence based on an artificial-life model involving genetic algorithms and guilds of simple metabolizing agents. In these simulations, resource competition leads to guild diversity; the ensemble of guilds then manifests life-sustaining nutrient recycling and exerts distributed control over environmental nutrient ratios. These results illustrate that standard individual-based natural selection is sufficient to explain Gaian self-organization, and they help clarify the relationships between two key metrics of Gaian activity: recycling and regulation.	Artificial life	{u'scopus': u'2-s2.0-0033187435', u'pmid': u'10829084', u'issn': u'1064-5462', u'isbn': u'1064-5462 (Print)\\r1064-5462 (Linking)', u'doi': u'10.1162/106454699568791'}	http://www.mendeley.com/research/simulated-evolution-biochemical-guilds-reconciling-gaia-theory-natural-selection
Darwinian selection leads to Gaia.	2002	The Gaia hypothesis, in its strongest form, states that the Earth's atmosphere, oceans, and biota form a tightly coupled system that maintains environmental conditions close to optimal for life. According to Gaia theory, optimal conditions are intrinsic, immutable properties of living organisms. It is assumed that the role of Darwinian selection is to favor organisms that act to stabilize environmental conditions at these optimal levels. In this paper, an alternative form of Gaia theory based on more traditional Darwinian principles is proposed. In the new approach, environmental regulation is a consequence of population dynamics, not Darwinian selection. The role of selection is to favor organisms that are best adapted to prevailing environmental conditions. However, the environment is not a static backdrop for evolution, but is heavily influenced by the presence of living organisms. The resulting co-evolving dynamical process eventually leads to the convergence of equilibrium and optimal conditions. A simple Daisyworld model is used to illustrate this convergence phenomenon. Sensitivity analysis of the Daisyworld model suggests that in stable ecosystems, the convergence of equilibrium and optimal conditions is inevitable, provided there are no externally driven shocks to the system. The end result may appear to be the product of a cooperative venture, but is in fact the outcome of Darwinian selection acting upon "selfish" organisms.	Journal of theoretical biology	{u'scopus': u'2-s2.0-0036403809', u'pmid': u'12297068', u'doi': u'10.1006/yjtbi.3059', u'isbn': u'0022-5193', u'issn': u'0022-5193'}	http://www.mendeley.com/research/darwinian-selection-leads-gaia
Developing the Gaia theory: A response to the criticisms of Kirchner and Volk	2003	To evaluate the genetic diversity of the Xinjiang Tarim red deer (Cervus elaphus yarkandensis) population, we analyzed the frequencies of microsatellite alleles. Samples were collected from 3 isolated populations in Xaya, Lopnur and Qarqan of Xinjiang. Although 10 microsatellite loci were examined, alleles of 133 to 190 base-pairs were detected for only 3 loci: BM5004, BM4208 and BM888. The average observed multilocus heterozygosity was 0.08 0.04 for the Xaya, 0 for the Lopnur, and 0.17 0.08 for the Qarqan population. The average heterozygosity of all populations was 0.08 0.02. The observed heterozygosities were significantly lower than the expected values. The present results suggest that the bottleneck effect has occurred in the populations of the Xinjiang Tarim red deer.	Climatic Change	{u'scopus': u'2-s2.0-0038174904', u'doi': u'10.1023/A:1023498212441', u'isbn': u'0165-0009', u'issn': u'01650009'}	http://www.mendeley.com/research/developing-gaia-theory-response-criticisms-kirchner-volk
Catastrophes on Daisyworld	2003	For 20 years, a research tradition based on 'Daisyworld' models, which have strong coupling between life and the abiotic environment, has developed largely independently of mainstream theoretical ecology. A new paper in this tradition shows how small changes in external forcing can lead to catastrophic environmental change on this virtual planet. This has potential implications for the way that we view the Earth system, both in respect to the effects of human actions and for testing Lovelock's Gaia hypothesis.	Trends in Ecology and Evolution	{u'scopus': u'2-s2.0-0038514172', u'issn': u'01695347', u'isbn': u'0169-5347', u'doi': u'10.1016/S0169-5347(03)00097-1'}	http://www.mendeley.com/research/catastrophes-daisyworld
A somewhat unorthodox explanation for the rise and fall of physician practice management companies: the application of Gaia theory.	2006	The purpose of this article is to present an alternative theory to why publicly-traded physician practice management companies in the US were popular and successful for a limited number of years and then essentially self-destructed.	Journal of health organization and management	{u'scopus': u'2-s2.0-33746401029', u'pmid': u'16921813', u'doi': u'10.1108/14777260610680096', u'issn': u'1477-7266'}	http://www.mendeley.com/research/somewhat-unorthodox-explanation-rise-fall-physician-practice-management-companies-application-gaia-t
Gaia again	2009	The ideas of the Gaia hypothesis from the 1960s are today largely included in global ecology and Earth system sciences. The interdependence between biosphere, oceans, atmosphere and geosphere is well-established by data from global monitoring. Nevertheless the theory underlying the holistic view of the homeostatic Earth has remained obscure. Here the foundations of Gaia theory are examined from the recent formulation of the 2nd law of thermodynamics as an equation of motion. According to the principle of increasing entropy, all natural processes, inanimate just as animate, consume free energy, the thermodynamic driving force. All species, abiotic just as biotic are viewed as mechanisms of energy transduction for the global system to evolve toward a stationary state in its surroundings. The maximum entropy state displays homeostasis by being stable against internal fluctuations. When surrounding conditions change or when new mechanisms emerge, the global system readjusts its flows of energy to level newly appeared gradients. Thus, the propositions of Gaia theory and holistic understanding of the global system are recognized as consequences of thermodynamic imperatives. ?? 2008 Elsevier Ireland Ltd. All rights reserved.	BioSystems	{u'scopus': u'2-s2.0-56949098015', u'pmid': u'18706969', u'issn': u'03032647', u'isbn': u'0303-2647', u'doi': u'10.1016/j.biosystems.2008.07.003'}	http://www.mendeley.com/research/gaia-again
Gaia again	2009	The ideas of the Gaia hypothesis from the 1960s are today largely included in global ecology and Earth system sciences. The interdependence between biosphere, oceans, atmosphere and geosphere is well-established by data from global monitoring. Nevertheless the theory underlying the holistic view of the homeostatic Earth has remained obscure. Here the foundations of Gaia theory are examined from the recent formulation of the 2nd law of thermodynamics as an equation of motion. According to the principle of increasing entropy, all natural processes, inanimate just as animate, consume free energy, the thermodynamic driving force. All species, abiotic just as biotic are viewed as mechanisms of energy transduction for the global system to evolve toward a stationary state in its surroundings. The maximum entropy state displays homeostasis by being stable against internal fluctuations. When surrounding conditions change or when new mechanisms emerge, the global system readjusts its flows of energy to level newly appeared gradients. Thus, the propositions of Gaia theory and holistic understanding of the global system are recognized as consequences of thermodynamic imperatives.	Biosystems	{u'isbn': u'1872-8324 (Electronic)'}	http://www.mendeley.com/research/gaia-again-3
